,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
356,digs greatest unsolved modern american,0.2,0.2,0.2,0.2,0.2,Neutral
357,longrunning sesame,0.2,0.2,0.2,0.2,0.2,Neutral
358,newly elected leads,0.2,0.2,0.2,0.2,0.2,Neutral
359,excerpt broken essay new leslie rel,0.570000,1.445000,1.205000,1.615000,0.850000,Sadness
360,custombuilt named expose,0.009922,0.005820,0.005156,0.005430,0.004922,Happiness
361,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
362,receive highrisk addressing major,0.2,0.2,0.2,0.2,0.2,Neutral
363,harvard sesamestreet celebrate collaboration harvard,0.2,0.2,0.2,0.2,0.2,Neutral
364,join pm hubweek associate syshaw lead,0.2,0.2,0.2,0.2,0.2,Neutral
365,ruled favor harvard upholding including many consider,1.580000,0.650000,0.625000,0.570000,0.645000,Happiness
366,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
367,unequivocally affirms harvard discriminate p,0.2,0.2,0.2,0.2,0.2,Neutral
368,take omega fish lower cardiovascular,0.320000,0.142500,0.168750,0.165000,0.201250,Happiness
369,consumerdriven made spark reshape,0.2,0.2,0.2,0.2,0.2,Neutral
370,recently harvard broke showed,0.2,0.2,0.2,0.2,0.2,Neutral
371,excerpt new leslie jamison,0.2,0.2,0.2,0.2,0.2,Neutral
372,sesame revolutionized educational programming turns,0.2,0.2,0.2,0.2,0.2,Neutral
373,latest,0.2,0.2,0.2,0.2,0.2,Neutral
374,initially dismissed new potential eradicate,0.2,0.2,0.2,0.2,0.2,Neutral
375,hard recognize radical sesame late senior,0.825000,1.110000,1.105000,0.875000,0.700000,Anger
376,work make better,0.2,0.2,0.2,0.2,0.2,Neutral
377,rural often face greater urban ranging,0.780000,0.460000,0.465000,0.500000,0.435000,Happiness
378,explore free offered,0.545000,0.143750,0.166250,0.143750,0.136250,Happiness
379,jellyfish marine damaging wyss,0.2,0.2,0.2,0.2,0.2,Neutral
380,fall,1.320000,0.755000,0.855000,0.750000,0.625000,Happiness
381,firstyear schrepferman brought cold harvard,0.735000,1.105000,0.940000,1.115000,0.740000,Sadness
382,photographed marren now,0.2,0.2,0.2,0.2,0.2,Neutral
383,harvard shown tied,0.2,0.2,0.2,0.2,0.2,Neutral
384,retire,0.2,0.2,0.2,0.2,0.2,Neutral
385,new aims reduce,0.2,0.2,0.2,0.2,0.2,Neutral
386,mitrovicas creative recognized macarthur granted,0.2,0.2,0.2,0.2,0.2,Neutral
387,joining cool aims cut foodrelated,0.138750,0.351250,0.381250,0.318750,0.308750,Fear
388,original library razed cambridges official,0.2,0.2,0.2,0.2,0.2,Neutral
389,red live harvardforest,0.035781,0.036719,0.030312,0.022031,0.020625,Anger
390,parks americans annually,0.2,0.2,0.2,0.2,0.2,Neutral
391,formal opened harvard trying unseat,0.2,0.2,0.2,0.2,0.2,Neutral
392,lambert continuing announced,0.2,0.2,0.2,0.2,0.2,Neutral
393,new looks reducing improve lives,0.247500,0.080625,0.091875,0.078125,0.066250,Happiness
394,crystal old photographed marren harvard,0.2,0.2,0.2,0.2,0.2,Neutral
395,aims illustrate,0.2,0.2,0.2,0.2,0.2,Neutral
396,th anniversary first first welcomed inaugural,0.2,0.2,0.2,0.2,0.2,Neutral
397,nobel,0.2,0.2,0.2,0.2,0.2,Neutral
398,harvard pledged foodrelated vowing,0.2,0.2,0.2,0.2,0.2,Neutral
399,historian link south asia new du,0.2,0.2,0.2,0.2,0.2,Neutral
400,harvard receiving work,0.2,0.2,0.2,0.2,0.2,Neutral
401,testing new reduce,0.2,0.2,0.2,0.2,0.2,Neutral
402,harvard working rural help install typically available ur,0.2,0.2,0.2,0.2,0.2,Neutral
403,legal political harvard weigh recent,0.2,0.2,0.2,0.2,0.2,Neutral
404,says national deliver least,0.2,0.2,0.2,0.2,0.2,Neutral
405,arctic initiative helping understand complex posed,0.2,0.2,0.2,0.2,0.2,Neutral
406,signed cool committed slashing foodrelated b,0.2,0.2,0.2,0.2,0.2,Neutral
407,exploring human changing,0.2,0.2,0.2,0.2,0.2,Neutral
408,built first separate looked cathedral,0.2,0.2,0.2,0.2,0.2,Neutral
409,weigh legal political,0.2,0.2,0.2,0.2,0.2,Neutral
410,used new examine various national generate,0.2,0.2,0.2,0.2,0.2,Neutral
411,track speciallydesigned monitor chemical,0.2,0.2,0.2,0.2,0.2,Neutral
412,professor sealevel named macarthur fellow,0.004961,0.002910,0.002578,0.002715,0.002461,Happiness
413,biologically inspired helping sustainable,0.063281,0.018437,0.019375,0.018437,0.017031,Happiness
414,team rural new reduce,0.2,0.2,0.2,0.2,0.2,Neutral
415,visiting undergrad graduate enjoyed evening,1.060000,0.282500,0.542500,0.450000,0.277500,Happiness
416,combat harvard developing protect global clear,0.2,0.2,0.2,0.2,0.2,Neutral
417,new lead cleaner precise,0.2,0.2,0.2,0.2,0.2,Neutral
418,diet healthiest says pretty much long,0.2,0.2,0.2,0.2,0.2,Neutral
419,major forward enabling replace fossil intermittent renewable,0.2,0.2,0.2,0.2,0.2,Neutral
420,inspires tackle posed arctic,0.2,0.2,0.2,0.2,0.2,Neutral
421,longtime cityofboston annual,0.2,0.2,0.2,0.2,0.2,Neutral
422,crowd local demanded adding daylong,0.2,0.2,0.2,0.2,0.2,Neutral
423,grappling here,0.2,0.2,0.2,0.2,0.2,Neutral
424,harvard acting,0.2,0.2,0.2,0.2,0.2,Neutral
425,addressed mental color transitioning,1.735000,0.670000,0.710000,0.720000,0.615000,Happiness
426,joined climate investorled initiative ensure largest corporate,0.2,0.2,0.2,0.2,0.2,Neutral
427,funded nearly working,0.2,0.2,0.2,0.2,0.2,Neutral
428,more blodgett entwined,0.2,0.2,0.2,0.2,0.2,Neutral
429,offer better control even enhance cognitive,0.2,0.2,0.2,0.2,0.2,Neutral
430,fat recent different healthy help protect,0.710000,1.340000,1.420000,1.590000,1.775000,Disgust
431,working hard healthier sustainable,0.412500,0.555000,0.552500,0.437500,0.350000,Anger
432,emily balskus presented blavatnik national young monday,1.027031,0.321602,0.347305,0.344375,0.285156,Happiness
433,former visited offered global,0.2,0.2,0.2,0.2,0.2,Neutral
434,help make dyes less waste,3.820000,2.240000,3.200000,2.630000,1.850000,Happiness
435,describes potential,0.2,0.2,0.2,0.2,0.2,Neutral
436,warming plaguing often seen intractable,0.2,0.2,0.2,0.2,0.2,Neutral
437,expand,0.2,0.2,0.2,0.2,0.2,Neutral
438,color many partly feel unwelcome,0.867500,0.335000,0.355000,0.360000,0.307500,Happiness
439,leah farming cofounded packed,1.260000,0.650000,0.705000,0.725000,0.880000,Happiness
440,gives creating,0.2,0.2,0.2,0.2,0.2,Neutral
441,make clear recognize perhaps adults,1.275000,0.705000,1.070000,0.795000,0.590000,Happiness
442,performs,0.2,0.2,0.2,0.2,0.2,Neutral
443,take new hosting open,0.2,0.2,0.2,0.2,0.2,Neutral
444,speaking former spoke foreign,0.2,0.2,0.2,0.2,0.2,Neutral
445,looking quiet great study new find lets,1.125000,0.710000,0.890000,1.060000,0.595000,Happiness
446,recent different healthy focused carbs focused fat,0.355000,0.670000,0.710000,0.795000,0.887500,Disgust
447,helpful good,0.276250,0.073125,0.075625,0.071250,0.070625,Happiness
448,engage utilities meet climate,0.2,0.2,0.2,0.2,0.2,Neutral
449,late undergrad visited,0.2,0.2,0.2,0.2,0.2,Neutral
450,couldnt prouder haa outstanding,1.960000,0.590000,0.610000,0.575000,0.585000,Happiness
451,harvard public explore new artlab,0.2,0.2,0.2,0.2,0.2,Neutral
452,john came harvard speak current,0.2,0.2,0.2,0.2,0.2,Neutral
453,includes groundmounted solar awning,0.2,0.2,0.2,0.2,0.2,Neutral
454,live forumhsph mental color transitioning,0.433750,0.167500,0.177500,0.180000,0.153750,Happiness
455,speciallydesigned monitoring amazon reveal forest ecosystems,0.2,0.2,0.2,0.2,0.2,Neutral
456,diet healthiest says pretty much equal long,0.2,0.2,0.2,0.2,0.2,Neutral
457,new find lets choose perfect,0.2,0.2,0.2,0.2,0.2,Neutral
458,joined climate investorled initiative ensure largest corporate,0.2,0.2,0.2,0.2,0.2,Neutral
459,courses revolving tech,0.2,0.2,0.2,0.2,0.2,Neutral
460,groundbreaking first black unveiled,0.171250,0.342500,0.365000,0.380000,0.260000,Sadness
461,live farming black african diasporic farming amp featuring leah,0.238542,0.165417,0.178333,0.184167,0.190000,Happiness
462,nick finale,0.2,0.2,0.2,0.2,0.2,Neutral
463,contextualize exploring librarys digital,0.2,0.2,0.2,0.2,0.2,Neutral
464,offers produce baked,1.615000,0.600000,0.615000,0.570000,0.545000,Happiness
465,starting look,0.2,0.2,0.2,0.2,0.2,Neutral
466,virtually ubiquitous human,0.2,0.2,0.2,0.2,0.2,Neutral
467,developing autonomous unmanned aerial challenges,0.2,0.2,0.2,0.2,0.2,Neutral
468,developed,0.2,0.2,0.2,0.2,0.2,Neutral
469,new find lets harvard based,0.2,0.2,0.2,0.2,0.2,Neutral
470,future genuine face stark scientific,0.390000,0.230000,0.232500,0.250000,0.217500,Happiness
471,recalibrate celestial support,0.2,0.2,0.2,0.2,0.2,Neutral
472,winslow,0.2,0.2,0.2,0.2,0.2,Neutral
473,seek emerging,0.2,0.2,0.2,0.2,0.2,Neutral
474,created new dronebased revealing,0.2,0.2,0.2,0.2,0.2,Neutral
475,aimed understanding human,0.2,0.2,0.2,0.2,0.2,Neutral
476,excerpt new recalls transitioning,0.2,0.2,0.2,0.2,0.2,Neutral
477,south,0.2,0.2,0.2,0.2,0.2,Neutral
478,joined harvard honored threeday,0.259375,0.081250,0.083750,0.083750,0.080000,Happiness
479,known solar stratosphere earth,1.810000,0.850000,0.965000,0.985000,0.845000,Happiness
480,works courses new general,0.2,0.2,0.2,0.2,0.2,Neutral
481,harvard make better,0.2,0.2,0.2,0.2,0.2,Neutral
482,generally considered habitable liquid opposed frozen,0.975000,0.915000,0.820000,0.780000,0.845000,Happiness
483,proposed close knowledge including hiring developing,1.700000,0.585000,0.640000,0.590000,0.575000,Happiness
484,traditionally monitoring done large amazon,0.2,0.2,0.2,0.2,0.2,Neutral
485,online aims discover human virtually ubiquitous,0.2,0.2,0.2,0.2,0.2,Neutral
486,golden goose curiosityled transformative,0.2,0.2,0.2,0.2,0.2,Neutral
487,celebrated nearly complete,0.2,0.2,0.2,0.2,0.2,Neutral
488,past sent work canada finland,0.2,0.2,0.2,0.2,0.2,Neutral
489,first sample select new,0.2,0.2,0.2,0.2,0.2,Neutral
490,discuss earth south,0.905000,0.425000,0.482500,0.492500,0.422500,Happiness
491,new shows learn taking activelearning even,0.055156,0.026562,0.025937,0.023750,0.017344,Happiness
492,enrolled increasing total firstyear,0.2,0.2,0.2,0.2,0.2,Neutral
493,working controversial someday best,0.2,0.2,0.2,0.2,0.2,Neutral
494,harvardtrained senior rose,0.2,0.2,0.2,0.2,0.2,Neutral
495,attending semester harvard,0.2,0.2,0.2,0.2,0.2,Neutral
496,expands search universe light important,0.2,0.2,0.2,0.2,0.2,Neutral
497,recent preserved historical adding,0.2,0.2,0.2,0.2,0.2,Neutral
498,nih largescale longitudinal womens,0.2,0.2,0.2,0.2,0.2,Neutral
499,talk working living remote earth south,0.452500,0.212500,0.241250,0.246250,0.211250,Happiness
500,new work correspondent wartorn,0.2,0.2,0.2,0.2,0.2,Neutral
501,recent white medical reflected,0.640000,0.285000,0.285000,0.315000,0.287500,Happiness
502,created threeyear,0.2,0.2,0.2,0.2,0.2,Neutral
503,new type diet cardiac rather overall,0.2,0.2,0.2,0.2,0.2,Neutral
504,potential largest longestrunning longitudinal,0.2,0.2,0.2,0.2,0.2,Neutral
505,extend small,0.2,0.2,0.2,0.2,0.2,Neutral
506,new brings closer artificial,0.2,0.2,0.2,0.2,0.2,Neutral
507,harvard recently announced recommitment harvard local nearly unique,0.2,0.2,0.2,0.2,0.2,Neutral
508,excerpt new recalls going,0.2,0.2,0.2,0.2,0.2,Neutral
509,take newly renovated,0.2,0.2,0.2,0.2,0.2,Neutral
510,better found vary,0.2,0.2,0.2,0.2,0.2,Neutral
511,smith harvard presidential,0.2,0.2,0.2,0.2,0.2,Neutral
512,funny annual nobel,0.2,0.2,0.2,0.2,0.2,Neutral
513,late,0.2,0.2,0.2,0.2,0.2,Neutral
514,newly renovated made muchanticipated last,0.2,0.2,0.2,0.2,0.2,Neutral
515,created new ultimately used therapeutically,0.2,0.2,0.2,0.2,0.2,Neutral
516,courses new general,0.2,0.2,0.2,0.2,0.2,Neutral
517,firstyear talk wrote harvard,0.2,0.2,0.2,0.2,0.2,Neutral
518,does optimistic help live longer,0.2,0.2,0.2,0.2,0.2,Neutral
519,greater ptsd increased developing ovarian says new,0.2,0.2,0.2,0.2,0.2,Neutral
520,worked revamping table,0.382500,0.280000,0.280000,0.272500,0.277500,Happiness
521,new created ultimately used therapeutically repai,0.2,0.2,0.2,0.2,0.2,Neutral
522,captured firstever black received,0.042813,0.085625,0.091250,0.095000,0.065000,Sadness
523,first make,0.2,0.2,0.2,0.2,0.2,Neutral
524,able see dog werent randomly,2.020000,0.670000,0.705000,0.795000,0.665000,Happiness
525,championed,2.200000,0.625000,0.610000,0.640000,0.605000,Happiness
526,new shows active learn think,0.027578,0.013281,0.012969,0.011875,0.008672,Happiness
527,experienced posttraumatic twofold,0.2,0.2,0.2,0.2,0.2,Neutral
528,new general harvard examine often provocative affect academi,0.2,0.2,0.2,0.2,0.2,Neutral
529,manchester new mayorjoycecraig working combat,0.2,0.2,0.2,0.2,0.2,Neutral
530,makes great essay firstyear harvard inspirat,0.2,0.2,0.2,0.2,0.2,Neutral
531,great first welcome back,0.2,0.2,0.2,0.2,0.2,Neutral
532,working table firstyear izzy paired lifelong,0.191250,0.140000,0.140000,0.136250,0.138750,Happiness
533,named roslyn abramson award given,0.002480,0.001455,0.001289,0.001357,0.001230,Happiness
534,rarest nationalreadabookday,0.2,0.2,0.2,0.2,0.2,Neutral
535,named,0.001240,0.000728,0.000645,0.000679,0.000615,Happiness
536,nick going strong,0.880000,0.395000,0.412500,0.302500,0.292500,Happiness
537,worked black named,0.011013,0.021588,0.022974,0.023920,0.016404,Sadness
538,experienced posttraumatic,0.2,0.2,0.2,0.2,0.2,Neutral
539,firstyear helped create educational,0.2,0.2,0.2,0.2,0.2,Neutral
540,were pleased prize fundamental,0.2,0.2,0.2,0.2,0.2,Neutral
541,new shows learn taking activelearning rather thro,0.013789,0.006641,0.006484,0.005938,0.004336,Happiness
542,using mri different erin found neuroanatomical correlating different,0.2,0.2,0.2,0.2,0.2,Neutral
543,open public,0.2,0.2,0.2,0.2,0.2,Neutral
544,happy redesigned smith smith,2.340000,0.540000,0.555000,0.585000,0.550000,Happiness
545,address voiced growing eng,0.2,0.2,0.2,0.2,0.2,Neutral
546,erin found breeding reordered,0.2,0.2,0.2,0.2,0.2,Neutral
547,larry bacow spoke facing trying navigate,0.195000,0.115000,0.116250,0.125000,0.108750,Happiness
548,answer controlling invasive,0.915000,1.060000,0.922500,0.835000,0.805000,Anger
549,major pancreatic used drive new,0.2,0.2,0.2,0.2,0.2,Neutral
550,supreme associate shared firstsemester,0.2,0.2,0.2,0.2,0.2,Neutral
551,reconnecting,0.2,0.2,0.2,0.2,0.2,Neutral
552,delicate jellyfish nearly impossible harm new,0.2,0.2,0.2,0.2,0.2,Neutral
553,moving harvard yard firstyear volunteered great,0.2,0.2,0.2,0.2,0.2,Neutral
554,first classes welcome back,0.2,0.2,0.2,0.2,0.2,Neutral
555,change,0.2,0.2,0.2,0.2,0.2,Neutral
556,harvard make better,0.2,0.2,0.2,0.2,0.2,Neutral
557,use improve,0.123750,0.040313,0.045937,0.039062,0.033125,Happiness
558,nikita bonded voices,0.2,0.2,0.2,0.2,0.2,Neutral
559,musical firstyear show special,1.065000,0.407500,0.330000,0.447500,0.305000,Happiness
560,new helps understand wide available,0.2,0.2,0.2,0.2,0.2,Neutral
561,supreme associate spoke firstyear,0.2,0.2,0.2,0.2,0.2,Neutral
562,new ultragentle existing sampling jellyfish,0.2,0.2,0.2,0.2,0.2,Neutral
563,attend theatre,0.2,0.2,0.2,0.2,0.2,Neutral
564,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
565,uses invasive,0.2,0.2,0.2,0.2,0.2,Neutral
566,new revealed major insight pancreatic used drive,0.2,0.2,0.2,0.2,0.2,Neutral
567,asked several offer help respond amazon,0.2,0.2,0.2,0.2,0.2,Neutral
568,decay natural gallery,1.620000,0.690000,0.740000,0.705000,0.670000,Happiness
569,firstyear special brought,0.2,0.2,0.2,0.2,0.2,Neutral
570,teamed organize first held mic,0.2,0.2,0.2,0.2,0.2,Neutral
571,new arrive takes historical began,0.2,0.2,0.2,0.2,0.2,Neutral
572,tend bright side new else feel good,1.016563,0.328281,0.303906,0.300312,0.292656,Happiness
573,harvard take,0.2,0.2,0.2,0.2,0.2,Neutral
574,supreme associate imparted,0.2,0.2,0.2,0.2,0.2,Neutral
575,abandon prone repeated safer,0.2,0.2,0.2,0.2,0.2,Neutral
576,photos new,0.2,0.2,0.2,0.2,0.2,Neutral
577,new help identify experimental designed delay stop,0.2,0.2,0.2,0.2,0.2,Neutral
578,conducted mean,0.2,0.2,0.2,0.2,0.2,Neutral
579,opened september run,0.2,0.2,0.2,0.2,0.2,Neutral
580,starts firstyear taught arabic young,0.014531,0.006602,0.007305,0.006875,0.005156,Happiness
581,found optimistic likely live longer,0.2,0.2,0.2,0.2,0.2,Neutral
582,see moth native able,0.2,0.2,0.2,0.2,0.2,Neutral
583,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
584,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
585,likening asteroid speeding earth harvard discusses,0.226250,0.106250,0.120625,0.123125,0.105625,Happiness
586,developed ultrasoft catch jellyfish,0.2,0.2,0.2,0.2,0.2,Neutral
587,firstyear designed taught free arabic,0.272500,0.071875,0.083125,0.071875,0.068125,Happiness
588,new found pancreatic actively destroys nearby replaces cancerous,0.412500,1.275000,1.275000,1.301250,0.850000,Sadness
589,firstyear worked colleges new,0.2,0.2,0.2,0.2,0.2,Neutral
590,new campus mather leverett help absorb storm,1.120000,1.010000,1.325000,0.895000,0.680000,Fear
591,different including social lived,0.114687,0.038437,0.051875,0.040625,0.033750,Happiness
592,busy firstyear moved harvard,0.2,0.2,0.2,0.2,0.2,Neutral
593,brooks played important cultivating public,0.2,0.2,0.2,0.2,0.2,Neutral
594,moved,0.2,0.2,0.2,0.2,0.2,Neutral
595,regarding refused harvard working closely,0.2,0.2,0.2,0.2,0.2,Neutral
596,traveled archaeologist,0.965000,0.305000,0.457500,0.322500,0.282500,Happiness
597,movein welcometoharvard,0.2,0.2,0.2,0.2,0.2,Neutral
598,named interim memorial,0.000310,0.000182,0.000161,0.000170,0.000154,Happiness
599,says abandon repeated safer,0.2,0.2,0.2,0.2,0.2,Neutral
600,countway cuddles makes hms,0.2,0.2,0.2,0.2,0.2,Neutral
601,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
602,came stayed,0.2,0.2,0.2,0.2,0.2,Neutral
603,visited high found common ef,0.2,0.2,0.2,0.2,0.2,Neutral
604,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
605,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
606,many human microbiome new surprising,0.2,0.2,0.2,0.2,0.2,Neutral
607,moon formed,0.2,0.2,0.2,0.2,0.2,Neutral
608,using make happy says recent,1.170000,0.270000,0.277500,0.292500,0.275000,Happiness
609,local senior came harvard enjoy annual senior,0.2,0.2,0.2,0.2,0.2,Neutral
610,take quick,1.265000,0.665000,0.705000,0.655000,0.570000,Happiness
611,local repaired visited played learned,0.006895,0.003320,0.003242,0.002969,0.002168,Happiness
612,rare inherited raises pancreatic,0.2,0.2,0.2,0.2,0.2,Neutral
613,red live harvardforest,0.017891,0.018359,0.015156,0.011016,0.010313,Anger
614,grown simplified known fully integrated,0.2,0.2,0.2,0.2,0.2,Neutral
615,often defiant vow says come,0.825000,1.310000,0.975000,0.965000,0.750000,Anger
616,open public like,0.2,0.2,0.2,0.2,0.2,Neutral
617,combines,0.2,0.2,0.2,0.2,0.2,Neutral
618,did know attend lecture harvard lectures open public,0.2,0.2,0.2,0.2,0.2,Neutral
619,new suggests collective human,0.2,0.2,0.2,0.2,0.2,Neutral
620,atmosphere makes viable hosting also key understanding origin,0.065937,0.041563,0.039062,0.038125,0.035312,Happiness
621,new shape,0.2,0.2,0.2,0.2,0.2,Neutral
622,did know american pay less send undergraduate,0.2,0.2,0.2,0.2,0.2,Neutral
