,Tweet
1989,stanford dining halls serve roughly meals day surplus food packaged weighed frozen pickup
1990,geothermal plants safely situated near volcano says roland horne
1991,approximately cases cervical cancer could avoided year vaccine used full effec
1992,theres spot pacific researchers dubbed white shark caf theyre working figuring ou
1993,physics professor kathryn moler bs phd support shared research programs stanford
1994,alumna lily zheng ma linguistics professor emeritus john rickford leland scholars program
1995,professor roland horne says geothermal plants safely positioned near volcano
1996,we historic opportunity embrace vision precision health focus prediction preventio
1997,history taught us emerging infections major threats says epidemiologist nipah e
1998,the white shark caf seems meet greet spot says biology professor barbara block led team fro
1999,fastercharging batteries could make electric vehicles go viral says physics professor former us secretary
2000,i think people hear ink think theyre going see kind image says
2001,geothermal plants safely situated near volcano says roland horne
2002,linguistics professor emeritus john rickford alumna lily zheng ma leland scholars program
2003,using statistics inform public racial disparities backfire even cause people
2004,two stanford faculty study make products plants cell regulates genes among
2005,investing educational change professional development teachers topics conversation todays
2006,listen stanford legal today pt insight channel find past episodes
2007,jim shelton janet carlson guests weeks episodes schools in listen pt find p
2008,todays episode stanford legal includes discussions free speech college campuses legality tr
2009,approximately cases cervical cancer could avoided year vaccine used full effec
